,0,1,2,Escala mean,Escala std
2007-12-31,0.0000,0.0000,1.0000,5.0000,
2008-12-31,,,,,
2009-12-31,0.0000,0.0000,1.0000,4.0000,
2010-12-31,0.0000,0.0000,1.0000,5.0000,0.0000
2011-12-31,0.0000,0.0000,1.0000,4.6875,0.4787
2012-12-31,0.0000,0.0199,0.9801,4.7219,0.4921
2013-12-31,0.0000,0.0142,0.9858,4.6950,0.4920
2014-12-31,0.0067,0.0200,0.9733,4.5933,0.5687
2015-12-31,0.0000,0.0667,0.9333,4.6519,0.6025
2016-12-31,0.0000,0.0200,0.9800,4.7250,0.4905
2017-12-31,0.0000,0.0237,0.9763,4.7988,0.4575
2018-12-31,0.0000,0.0455,0.9545,4.7273,0.5440
