alpha,mu
1.2044945759183951,5.24958966040883
7.278740875429086,5.261225123595215
3.212325077983005,18.11418962893787
5.911597293976692,18.114223882794676
5.833900661997887,29.751157040531712
3.273722380650653,29.751141316168734
8.611315771622214,41.34156919669334
3.0492282486593894,52.70110939576602
6.517809946979806,52.70111258183735
4.334673212022588,65.03957411589997
4.635283044869491,65.03957428252338
6.396949631439625,77.0570069977194
2.6963707397566887,77.05700026505406
9.405440937202078,88.84765861585922
3.0229428201432014,99.98950447744589
5.32486988900464,99.98967434165844
4.3736468949464875,112.64542748241395
4.760662919385008,112.6455112446534
6.401462676302239,124.8771394288134
2.5123542215624592,124.87182448305619
13.179830368127508,138.41240749589755
-7.778735581614705,143.11745380969788
12.254890011162955,147.82148260064986
4.89680254539829,160.3772864295644
4.468027379537943,160.3775599076075
6.0258481044761165,173.34628168780293
3.958158161241552,173.3446992617159
12.772967261894742,186.36838433343758
-8.821869364749245,191.23495100218386
14.192053457130394,196.0100918216027
4.5837420015274715,209.06913228212247
5.8932136428808715,209.06822248917607
5.110833261832299,222.0369137352015
5.905456895895086,222.0367630380603
7.6573727510273875,234.51577506242782
4.639270111833726,234.51654080244882
