iteration,fx,dfx
0,3688.0,2520.704663382841
1,3115.282120612705,2043.7548431317657
2,2730.7127735919944,1731.7444164136116
3,2450.3969557803784,1513.5881170100924
4,2233.817453026427,1353.7315739613248
5,2059.045334235914,1232.3185067370152
6,1913.2152139744576,1137.3684113038914
7,1788.308976262119,1061.2316912352287
8,1679.0879655070698,998.811581294687
9,1581.9964260511526,946.5993869497671
10,1494.5429828341219,902.117078948142
11,1414.933903091864,863.5783839302935
12,1341.8465170828845,829.673954757841
13,1274.2843398236362,799.4304730963516
14,1211.4817054811208,772.1156265891731
15,1152.8394187252975,747.1725376719622
16,1097.8803980639966,724.1736479615919
17,1046.218526717231,702.787765603418
18,997.536418327188,682.7561985227545
19,951.5693142444178,663.8752663885696
20,908.0932685309211,645.98335577699
21,866.9163756550738,628.951251680085
22,827.8721858509066,612.6748575341261
23,790.8147120170736,597.0696732967543
24,755.6146068835503,582.0665786619878
25,722.1562091004927,567.6085927235713
26,690.3352403103975,553.6483693688829
27,660.0569940067854,540.1462506604677
28,631.2348988281141,527.0687459783254
29,603.7893690553964,514.3873378794143
30,577.6468769680343,502.07754001401065
31,552.7391977541052,490.1181504848558
32,529.0027895237711,478.49065748043955
33,506.3782797965903,467.17876409337964
34,484.81003644533024,456.168006835009
35,464.245806066039,445.44544811911965
36,444.63640652855474,434.99942737843065
37,425.93546334968715,424.81935883939593
38,408.099181747192,414.8955665673556
39,391.08614794152663,405.2191493925185
40,374.8571545966971,395.7818698780437
41,359.3750463226611,386.57606269974485
42,344.6045819682806,377.59455875202497
43,330.51231106746155,368.8306220366705
44,317.066462301058,360.2778969758448
45,304.23684223325563,351.9303642529949
46,291.99474289633145,343.7823036522799
47,280.3128570494923,335.8282626592012
48,269.16520013950003,328.0630298183964
49,258.5270381534964,320.4816120314478
50,248.37482068604498,313.0792151277434
51,238.68611864928351,305.8512271624744
52,229.4395661422457,298.7932039936988
53,220.61480606680402,291.9008567697083
54,212.19243913640778,285.1700410224033
55,204.15397597230773,278.59674711491675
56,196.4817920222281,272.17709183466104
57,189.1590850700159,265.9073109581409
58,182.16983513292487,259.7837526427639
59,175.49876656686328,253.80287152465962
60,169.13131221995988,247.96122342114847
61,163.05357949182866,242.2554605527388
62,157.25231817045923,236.68232721299321
63,151.71488993115508,231.23865582579646
64,146.42923939273075,225.92136333887726
65,141.38386663554257,220.72744791021697
66,136.5678010940976,215.65398585048717
67,131.97057674414845,210.69812879011656
68,127.58220851050115,205.85710104417097
69,123.39316982735676,201.12819715209267
70,119.39437128799102,196.50877957260008
71,115.57714032503523,191.99627651680336
72,111.93320186662648,187.58817990492227
73,108.45465991731427,183.28204343397303
74,105.13398001588908,179.07548074547378
75,101.96397252528394,174.9661636836526
76,98.93777671242795,170.9518206358663
77,96.04884557843144,167.030234947987
78,93.29093140178418,163.19924340840961
79,90.6580719593716,159.45673479510606
80,88.1445773920798,155.80064848081463
81,85.74501768358445,152.2289730920247
82,83.45421072261563,148.73974521791183
83,81.26721092057299,145.3310481658057
84,79.17929835784486,142.00101076014303
85,77.18596843356761,138.74780618218173
86,75.28292199486074,135.56965084803164
87,73.4660559227912,132.46480332280245
88,71.73145415346715,129.4315632688836
89,70.07537911374125,126.46827042655812
90,68.49426355202105,123.57330362531714
91,66.98470274564555,120.74507982438642
92,65.54344706719425,117.98205318110433
93,64.16739489295398,115.28271414590334
94,62.853585837580866,112.64558858274667
95,61.59919429976475,110.06923691396152
96,60.40152330443223,107.55225328848802
97,59.25799862771607,105.09326477263437
98,58.16616319157531,102.69093056249172
99,57.12367171557249,100.34394121721758
100,56.128285613906655,98.05101791244927
101,55.17786812636206,95.81091171315278
102,54.27037967236718,93.62240286525478
103,53.40387341786611,91.48430010544273
104,52.57649104518708,89.39543998855163
105,51.78645871655293,87.35468623198746
106,51.03208322231467,85.3609290766651
107,50.311748305405644,83.41308466396443
108,49.623911153910115,81.51009442823221
109,48.967099054016344,79.65092450437898
110,48.339906195984256,77.83456515014032
111,47.740990626098764,76.06003018259041
112,47.16907133790666,74.32635642851305
113,46.62292549634425,72.6326031882516
114,46.10138578865957,70.97785171267337
115,45.60333789631403,69.36120469289938
116,45.127718082317514,67.78178576246152
117,44.67351088870646,66.23873901156338
118,44.23974693911878,64.73122851313083
119,43.82550084165164,63.25843786035034
120,43.42988918741044,61.81956971540257
121,43.05206864036802,60.41384536910905
122,42.69123411435548,59.04050431121788
123,42.346617033197276,57.698803811064614
124,42.0174836701875,56.38801850835079
125,41.703133563278215,55.107440013792115
126,41.40289800251783,53.85637651939479
127,41.11613858643642,52.63415241812572
128,40.84224584422626,51.44010793274937
129,40.58063792071086,50.273598753610315
130,40.33075932123319,49.13399568514671
131,40.092079713725845,48.020684300925936
132,39.86409278535102,46.93306460699923
133,39.64631515121806,45.87055071337759
134,39.43828531280049,44.832570513436394
135,39.239562663783374,43.8185653710613
136,39.04972654117566,42.82798981535227
137,38.868375319621485,41.86031124270785
138,38.695125546938925,40.91500962611549
139,38.52961111900481,39.991577231478246
140,38.371482492190296,39.08951834081189
141,38.22040593163433,38.20834898215062
142,38.0760627937201,37.34759666600261
143,37.93814884119448,36.50680012820053
144,37.80637358944192,35.68550907899503
145,37.68045968249206,34.88328395824235
146,37.56014229740559,34.099695696540124
147,37.44516857574445,33.334325482167955
148,37.33529708089192,32.58676453369187
149,37.2302972800444,31.85661387809401
150,37.129949049750536,31.14348413429108
151,37.03404220392463,30.4469953019067
152,36.9423760433105,29.766776555164807
153,36.854758925418366,29.102466041772384
154,36.77100785400229,28.453710686661235
155,36.69094808718819,27.820166000459476
156,36.61441276340276,27.201495892564072
157,36.541242544293084,26.597372488686446
158,36.47128527386295,26.007475952743494
159,36.404395653087605,25.431494312966077
160,36.340434929302546,24.869123292097278
161,36.279270599693525,24.32006614155189
162,36.22077612824617,23.78403347940794
163,36.16483067554259,23.26074313210004
164,36.11131884082036,22.749919979683057
165,36.06013041573605,22.25129580453294
166,36.01116014930061,21.764609143349528
167,35.96430752347852,21.289605142324355
168,35.91947653896563,20.826035415333536
169,35.87657551068277,20.373657905013527
170,35.83551687254306,19.932236746574187
171,35.79621699107171,19.501542134200708
172,35.75859598747523,19.081350189892177
173,35.72257756777635,18.671442834581118
174,35.68808886064774,18.271607661374507
175,35.6550602625948,17.8816378107528
176,35.623425290153286,17.501331847559452
177,35.593120438783174,17.13049363960972
178,35.56408504815437,16.7689322377432
179,35.536261173533944,16.41646175714125
180,35.50959346299764,16.072901259726603
181,35.484029040201065,15.738074637459691
182,35.45951739245814,15.411810496343271
183,35.43601026388562,15.093942040945363
184,35.41346155338387,14.784306959249125
185,35.39182721723397,14.482747307638148
186,35.37106517610189,14.189109395827067
187,35.351135226249426,13.903243671549287
188,35.33199895476115,13.625004604818153
189,35.31361965860485,13.354250571583743
190,35.29596226735176,13.090843736615229
191,35.278993269390355,12.834649935449606
192,35.262680641475114,12.58553855526011
193,35.24699378145925,12.343382414513933
194,35.231903444066695,12.108057641307497
195,35.21738167956552,11.879443550289773
196,35.2034017752114,11.657422518110064
197,35.1899381993353,11.441879857355785
198,35.1769665479556,11.232703688978686
199,35.16446349380013,11.029784813245124
200,35.152406737628944,10.833016579285804
201,35.140774961753515,10.642294753364759
202,35.12954778565282,10.457517386034336
203,35.11870572359118,10.278584678392892
204,35.108230144147385,10.105398847714604
205,35.09810323156829,9.937863992774654
206,35.08830794886428,9.775885959248534
207,35.07882800256783,9.619372205619282
208,35.069647809079626,9.468231670080849
209,35.060752462530566,9.322374638977946
210,35.05212770409083,9.181712617371486
211,35.04375989266059,9.04615820236296
212,35.03563597687983,8.91562495984856
213,35.027743468397446,8.79002730540474
214,35.02007041634279,8.669280390027783
215,35.01260538294512,8.553299991461484
216,35.00533742024905,8.442002411846298
217,34.99825604787646,8.335304382410925
218,34.99135123178743,8.23312297590118
219,34.984613363995074,8.13537552740124
220,34.978033243191156,8.041979564149184
221,34.97160205624115,7.952852744881602
222,34.9653113605097,7.867912809162007
223,34.95915306697857,7.787077537055929
224,34.95311942412163,7.710264719413097
225,34.94720300250238,7.637392138905642
226,34.9413966800615,7.568377561853552
227,34.93569362806319,7.503138740745959
228,34.93008729767054,7.441593427242988
229,34.9245714071215,7.383659395319661
230,34.91913992947835,7.329254474093906
231,34.9137870809247,7.278296589767508
232,34.9085073095854,7.230703816004634
233,34.9032952848456,7.186394431979319
234,34.898145887146526,7.145286987243316
235,34.893054198236435,7.107300372500319
236,34.88801549185617,7.07235389532321
237,34.8830252248397,7.040367359817874
238,34.87807902861091,7.01126114922143
239,34.87317270105885,6.984956310422972
240,34.8683021987742,6.9613746394118525
241,34.863463629630814,6.940438766689854
242,34.858653245696615,6.922072241729045
243,34.85386743645921,6.906199615614049
244,34.84910272235178,6.8927465210750265
245,34.84435574856587,6.881639749192949
246,34.83962327913812,6.872807322140589
247,34.8349021912985,6.8661785614081765
248,34.830189470068376,6.861684151050818
249,34.82548220309708,6.859256195582842
250,34.820777575726275,6.858828272231213
251,34.816072866271746,6.860335477344064
252,34.81136544151302,6.863714466830536
253,34.80665275238128,6.868903490582483
254,34.801932329836696,6.87584242089781
255,34.79720178092666,6.8844727749869294
256,34.792458785016805,6.894737731699396
257,34.78770109018693,6.906582142655554
258,34.78292650978459,6.919952538009103
259,34.778132919129,6.9347971271001505
260,34.77331825235878,6.951065794285535
261,34.76848049941684,6.968710090253758
262,34.7636177031664,6.987683219146526
263,34.758727956632114,7.007940021818227
264,34.75380940036077,7.029436955568811
265,34.74886021989625,7.052132070685541
266,34.74387864336339,7.075984984125124
267,34.73886293915612,7.100956850660499
268,34.73381141372507,7.127010331806731
269,34.72872240946013,7.154109562828121
270,34.723594302663884,7.182220118114821
271,34.71842550161162,7.211308975201778
272,34.713214444694245,7.241344477686623
273,34.707959598640244,7.272296297286168
274,34.702659456813244,7.304135395253815
275,34.697312537581766,7.336833983363013
276,34.69191738275791,7.370365484644534
277,34.68647255610189,7.404704494048616
278,34.680976641889664,7.439826739186594
279,34.675428243540495,7.475709041290873
280,34.66982598230215,7.51232927651712
281,34.6641684959909,7.549666337698149
282,34.658454437783995,7.587700096645637
283,34.652682475062335,7.626411367083071
284,34.64685128830098,7.665781868281658
285,34.64095957000552,7.705794189460016
286,34.63500602369218,7.7464317549983654
287,34.628989362909714,7.787678790508815
288,34.62290831030144,7.829520289794867
289,34.616761596705345,7.871941982725642
290,34.61054796029087,7.914930304043448
291,34.6042661457306,7.9584723631170835
292,34.5979149034054,8.002555914647727
293,34.591492988641576,8.047169330329348
294,34.58499916097852,8.092301571461167
295,34.578432183465736,8.137942162505917
296,34.57179082198785,8.18408116558427
297,34.56507384461633,8.23070915589287
298,34.55828002098701,8.277817198031038
299,34.551408121702075,8.325396823218973
300,34.54445691775557,8.373440007388568
301,34.5374251799815,8.421939150126521
302,34.53031167852347,8.470887054448156
303,34.523115182325036,8.520276907379515
304,34.515834458639844,8.570102261324514
305,34.508468272560826,8.620357016193465
306,34.50101538656762,8.671035402268897
307,34.49347456009147,8.722131963784463
308,34.48584454909691,8.77364154319263
309,34.47812410567967,8.825559266096953
310,34.47031197767993,8.877880526824855
311,34.462406908310555,8.930600974617173
312,34.45440763579965,8.983716500410955
313,34.44631289304684,9.037223224192523
314,34.43812140729281,9.091117482898147
315,34.4298318998017,9.145395818840267
316,34.42144308555562,9.200054968637676
317,34.41295367296122,9.255091852628674
318,34.404362363567614,9.310503564746758
319,34.39566785179533,9.366287362839062
320,34.386868824675986,9.422440659408297
321,34.37796396160228,9.478961012759674
322,34.36895193408799,9.53584611853478
323,34.3598314055376,9.593093801615142
324,34.350601031025406,9.650702008378682
325,34.34125945708362,9.708668799293045
326,34.331805321499445,9.766992341830251
327,34.32223725312063,9.825670903687762
328,34.31255387166949,9.884702846301693
329,34.30275378756506,9.944086618638389
330,34.29283560175317,10.00382075125119
331,34.282797905544356,10.06390385058975
332,34.27263928045934,10.124334593549785
333,34.262358298081935,10.18511172225168
334,34.251953519919255,10.246234039036834
335,34.24142349726909,10.30770040167114
336,34.23076677109427,10.369509718745434
337,34.21998187190398,10.431660945263253
338,34.20906731964187,10.494153078406605
339,34.19802162358085,10.556985153470917
340,34.18684328222454,10.620156239960751
341,34.17553078321528,10.68366543783819
342,34.164082603248566,10.747511873916254
343,34.15249720799402,10.811694698390035
344,34.14077305202255,10.876213081498534
345,34.12890857874008,10.94106621031063
346,34.11690222032736,11.006253285628787
347,34.10475239768618,11.07177351900454
348,34.09245752039175,11.137626129859992
349,34.08001598665139,11.20381034270992
