point,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0,0,2,1,3,0,5,5,7,9,6,0,5,8
1,0,2,0,3,4,5,0,7,5,5,8,7,7,4
2,0,0,2,3,1,4,2,6,8,6,10,4,12,1
3,0,2,0,3,1,5,3,1,1,5,8,2,0,4
4,0,0,2,3,1,2,3,1,1,3,7,2,0,1
5,0,2,0,3,4,5,0,7,5,5,8,7,7,4
6,0,0,2,1,3,0,5,3,2,9,3,10,11,8
7,0,0,2,3,1,2,3,3,2,3,7,10,11,10
8,0,2,0,1,4,5,0,7,5,1,1,7,7,7
9,0,2,0,1,4,0,0,7,5,1,1,7,7,7
10,0,2,0,3,4,5,2,6,8,5,10,9,12,14
11,0,0,2,1,3,4,5,5,7,6,3,4,3,8
12,0,0,2,1,3,4,2,3,2,6,3,4,3,1
13,0,2,0,3,1,5,3,1,5,5,8,2,0,4
14,0,2,0,1,4,0,0,7,7,1,1,7,7,7
15,0,2,0,1,4,0,0,7,5,1,1,7,7,7
16,0,2,0,3,1,5,3,1,5,5,8,2,0,4
17,0,0,2,1,3,4,5,3,2,9,3,4,3,8
18,0,2,0,1,4,0,0,7,7,1,1,7,7,7
19,0,2,0,3,1,2,3,1,1,3,7,2,0,10
20,0,0,2,1,3,0,5,5,7,9,6,0,5,8
21,0,0,2,1,3,0,5,3,2,9,3,10,11,8
22,0,0,2,1,3,4,5,5,2,9,3,4,3,8
23,0,2,0,3,1,5,3,1,1,5,8,2,0,4
24,0,2,0,3,1,2,3,1,1,5,8,2,0,4
25,0,0,2,1,3,0,5,5,7,9,6,0,5,8
26,0,2,0,3,4,5,3,1,5,5,8,7,0,4
27,0,0,2,1,3,4,2,3,2,6,3,4,3,1
28,0,0,2,1,3,4,2,6,8,6,10,9,12,14
29,0,2,0,1,4,5,2,6,8,1,10,9,12,14
30,0,2,0,3,1,2,3,1,1,5,8,2,0,4
31,0,0,2,1,3,4,5,3,2,6,3,4,3,1
32,0,2,0,3,1,2,3,1,1,3,7,2,0,10
33,0,0,2,1,3,4,2,6,2,6,3,4,3,1
34,0,0,2,3,1,2,3,3,2,3,7,10,11,10
35,0,2,0,1,4,5,2,6,8,1,10,9,12,14
36,0,0,2,1,3,4,2,6,8,6,10,9,12,14
37,0,0,2,1,3,4,2,6,8,6,10,9,12,14
38,0,2,0,3,4,5,0,7,5,1,1,7,7,7
39,0,0,2,1,3,4,2,6,8,6,10,4,3,1
40,0,2,0,3,4,5,0,1,5,5,8,7,0,4
41,0,2,0,3,4,5,0,7,5,1,1,7,7,7
42,0,2,0,3,1,2,3,1,1,3,7,2,0,10
43,0,0,2,1,3,4,5,3,2,6,3,4,3,1
44,0,2,0,3,4,5,0,7,5,1,1,7,7,7
