3.14376,2.47207,4.40132
4.62028,4.25827,3.09705
2.65112,4.95145,3.57136
4.19245,4.11477,3.97684
2.89255,5.39259,3.84117
5.85877,4.26269,4.48306
3.72568,3.24290,5.04687
3.28770,4.70932,5.17152
4.73914,3.13712,2.98763
5.25975,2.56045,3.98675
4.06053,4.58502,2.57933
2.21989,2.84933,3.55709
2.76824,4.40948,4.14423
5.43326,4.93557,4.05131
4.22431,2.74255,3.05130
5.18271,2.27399,3.67699
5.45532,4.92480,4.09505
2.45653,3.08463,5.21259
4.49165,2.67952,3.60614
3.75789,4.82068,4.20891
3.29628,1.93110,3.39050
3.38161,3.13191,5.15225
2.48060,2.93648,4.91774
4.67059,5.44698,2.92548
4.32632,5.10398,4.18206
4.55385,2.10152,5.42270
5.87763,4.59823,4.56359
2.30868,4.36592,4.28397
1.65714,3.75584,1.76108
3.63655,3.46569,2.36824
4.51879,5.49835,3.75217
1.71260,3.74215,4.18835
4.18602,6.00232,4.91734
2.47460,3.87093,3.73483
3.87895,4.33773,5.15707
3.81215,3.78853,2.74109
2.87770,3.90241,2.91720
1.57184,3.72481,1.88587
5.57569,3.51696,3.53598
2.68801,4.10941,3.48100
5.31457,4.70360,3.73985
5.24976,3.46195,3.74926
3.97409,5.23925,5.12899
3.27825,3.82784,4.41128
4.96020,3.44374,3.32476
5.06311,3.63563,5.35431
4.11874,3.78580,4.30069
3.10737,4.88075,4.02325
4.29772,4.80054,5.40572
4.21598,2.89493,4.19787
2.50918,3.81893,5.01563
4.27834,3.78612,3.51413
3.48648,4.11106,5.54378
5.23062,3.47732,3.03571
4.28525,4.37271,3.96043
2.76437,5.10781,5.53451
4.94414,3.92186,3.13540
3.58721,3.79257,5.23739
3.05366,0.93377,3.64027
4.15457,5.38601,3.49656
2.89817,4.04197,3.90044
4.21293,2.18726,4.96270
2.58867,1.71086,4.21409
4.58083,4.91240,3.59077
4.31195,2.14276,4.00162
2.94181,3.66192,4.13768
3.22476,2.14855,4.69979
4.64111,4.84168,4.29534
3.59212,4.83421,4.82688
3.55517,4.09845,2.59556
3.21206,2.79797,3.71690
3.98357,4.84636,3.87392
4.01139,4.29256,3.82602
4.47145,5.08028,5.04516
3.23958,2.11395,3.72296
4.08060,4.91178,3.96275
5.46780,4.66868,2.65809
2.75962,2.80667,6.39695
3.49210,4.71741,2.41483
4.67106,3.23689,2.97329
3.09824,4.20122,2.38406
5.04391,3.40081,2.83357
4.95711,3.28797,3.02420
3.98851,3.20104,4.00073
3.65335,3.70903,3.96809
3.66914,4.35220,5.11939
3.96976,3.50308,3.79770
4.11064,4.69111,3.85486
2.84391,5.30515,5.59625
2.33512,3.04389,4.55725
4.19572,5.14037,4.77730
5.16915,4.64925,3.21909
2.78884,4.11718,4.41385
5.85132,4.29039,4.16843
2.84032,3.70279,5.02089
4.18164,4.59048,4.01699
3.59279,5.05588,3.91619
5.10133,3.73005,4.08821
3.17698,3.89767,3.63752
3.61532,5.05155,4.25840
9.02112,8.92731,7.36902
7.52267,8.61580,9.12603
8.22338,8.47167,7.04521
7.48126,5.46080,7.77564
7.66216,10.15221,9.38784
6.86136,9.10316,7.94675
7.97170,7.00312,9.12892
8.70245,7.40139,6.36674
7.66728,8.05662,8.18751
9.78911,9.22229,8.46225
8.43682,8.26699,8.81491
8.07150,8.79053,7.64559
8.53991,7.48696,9.14091
9.18828,8.16486,7.72617
9.09243,7.10072,9.51462
8.37262,9.02617,8.86225
4.87116,7.99746,7.01693
7.16616,8.83224,8.53057
7.10930,7.51893,7.71293
7.69887,7.05342,6.59904
7.56017,7.72904,8.50789
8.01628,6.90792,6.01662
10.18718,6.84096,7.50262
7.34791,8.22834,8.18466
9.64636,8.84092,7.82822
6.46563,9.11373,9.83610
7.90922,6.91922,7.74779
7.19566,6.75320,6.12210
7.72987,8.80282,8.43189
7.45715,9.27306,7.32183
7.13117,7.76469,7.98439
9.10542,8.55375,8.94384
9.15215,7.43490,7.39086
9.05864,8.27704,8.73163
8.24418,6.77169,7.12193
7.10386,9.21204,6.40229
6.84013,6.75177,7.35294
7.76345,6.72988,7.48289
10.72535,8.67830,8.64736
6.67289,8.60611,7.35620
7.34703,7.01619,6.14257
8.19372,9.09561,7.40402
9.07852,7.66570,6.47684
8.81622,7.20996,9.48650
8.28946,9.05417,7.27626
6.78698,9.31223,8.35081
8.08603,7.53052,6.04482
9.61098,8.74463,7.64870
9.72444,9.31239,8.08919
6.16216,8.41105,6.40375
8.48622,6.55176,8.21951
7.06692,8.98761,7.75302
9.08345,8.03362,6.73627
9.54102,7.77984,9.34591
8.12053,8.06115,8.34655
8.01543,7.84257,7.14165
8.57238,7.17586,5.91162
7.72411,6.71142,8.50951
7.44703,8.74849,7.24715
8.11449,6.78577,7.50775
7.74754,7.08389,7.98627
10.51386,8.95646,8.73893
7.56296,8.74725,7.66609
8.75407,8.44100,8.76638
8.44414,7.22097,8.39677
9.28019,10.24173,6.43652
9.57065,7.98642,9.18170
8.40161,9.45854,6.89752
9.13930,9.44253,8.28976
