Function,Iterations,Time
3.986623854300943,10268.0,87.04701948165894
9.009472602509052e-15,4792.0,39.968780279159546
9.006710974278431e-15,1796.0,15.863221168518066
8.975760364691068e-15,3454.0,32.07838225364685
8.813923432517734e-15,3938.0,23.050629377365112
8.835199536741859e-15,2926.0,18.39339804649353
3.986623854300943,4343.0,29.177021026611328
9.017650039662716e-15,4334.0,29.036434173583984
8.838064106241078e-15,1869.0,16.105343341827393
9.053677293441007e-15,3510.0,26.04676342010498
9.093602933816352e-15,2358.0,18.479553699493408
8.852400916924705e-15,3606.0,39.94594049453735
3.986623854300943,5727.0,47.9455304145813
8.987090879869292e-15,13562.0,101.77232933044434
8.905028342500849e-15,3678.0,28.2231342792511
8.636269768877125e-23,3405.0,22.264603853225708
8.857418652419429e-15,2554.0,20.344237565994263
2.7548203118795266e-23,5847.0,56.068138122558594
2.658181978310565e-19,4741.0,32.07507944107056
9.144548045963756e-15,13002.0,132.2695596218109
8.902137897595576e-15,7305.0,54.24561071395874
2.930103163718784e-22,1975.0,17.82030177116394
8.3704483085238995e-19,1843.0,16.125828504562378
8.919982902295257e-15,2444.0,23.86851930618286
8.994651768969759e-15,11010.0,131.0571677684784
8.804533776990248e-15,8931.0,192.95745468139648
8.57541107781816e-27,2907.0,31.65005779266357
9.932234354808389e-16,1765.0,16.63188648223877
8.965787943232543e-15,4076.0,30.749775171279907
3.986623854301054,1963.0,14.374533414840698
