,0,1,2,Escala mean,Escala std
2008-12-31,0.0000,0.0000,1.0000,5.0000,
2009-12-31,0.5000,0.0000,0.5000,3.0000,1.4142
2010-12-31,,,,,
2011-12-31,0.1818,0.0000,0.8182,4.0909,1.1362
2012-12-31,0.0075,0.1128,0.8797,4.4135,0.7191
2013-12-31,0.0000,0.0658,0.9342,4.5789,0.6167
2014-12-31,0.0109,0.0870,0.9022,4.4348,0.7001
2015-12-31,0.0112,0.0726,0.9162,4.4302,0.7026
2016-12-31,0.0191,0.0909,0.8900,4.4641,0.7595
2017-12-31,0.0357,0.0536,0.9107,4.4702,0.8257
2018-12-31,0.0169,0.0339,0.9492,4.5254,0.7277
