,0,1,2,Escala mean,Escala std
2004-12-31,0.0,0.0,1.0,5.0,
2005-12-31,,,,,
2006-12-31,,,,,
2007-12-31,,,,,
2008-12-31,,,,,
2009-12-31,,,,,
2010-12-31,0.0,0.0,1.0,4.0,0.0
2011-12-31,0.0,0.0,1.0,4.928571428571429,0.2672612419124244
2012-12-31,0.0,0.056910569105691054,0.943089430894309,4.609756097560975,0.5955318100196679
2013-12-31,0.01020408163265306,0.02040816326530612,0.9693877551020408,4.673469387755102,0.5703229362655416
2014-12-31,0.0,0.032,0.968,4.584,0.5562547571380488
2015-12-31,0.0,0.047619047619047616,0.9523809523809523,4.597402597402597,0.5806983859728602
2016-12-31,0.010526315789473684,0.05964912280701754,0.9298245614035088,4.578947368421052,0.6540062997998638
2017-12-31,0.0051813471502590676,0.06735751295336788,0.927461139896373,4.549222797927461,0.6446186833916214
2018-12-31,0.0,0.04838709677419355,0.9516129032258065,4.548387096774194,0.5916750147753966
