,0,1,2,Escala mean,Escala std
2003-12-31,0.0000,0.0000,1.0000,5.0000,
2004-12-31,0.0000,0.0000,1.0000,4.5000,0.7071
2005-12-31,0.0000,1.0000,0.0000,3.0000,
2006-12-31,0.0000,0.0000,1.0000,4.0000,0.0000
2007-12-31,0.0000,1.0000,0.0000,3.0000,
2008-12-31,0.4000,0.0000,0.6000,3.2000,1.6432
2009-12-31,0.0000,0.3333,0.6667,4.0000,1.0000
2010-12-31,0.2000,0.2000,0.6000,3.4000,1.5166
2011-12-31,0.2500,0.1875,0.5625,3.5625,1.1529
2012-12-31,0.1046,0.2941,0.6013,3.8170,1.0787
2013-12-31,0.1206,0.2695,0.6099,3.7518,1.0634
2014-12-31,0.1348,0.2584,0.6067,3.6966,1.0986
2015-12-31,0.1470,0.2939,0.5591,3.6022,1.1612
2016-12-31,0.1588,0.2662,0.5749,3.6555,1.1666
2017-12-31,0.1489,0.2492,0.6018,3.6657,1.1305
2018-12-31,0.1379,0.3333,0.5287,3.6552,1.2088
