iterations,fx,dfx
0,7.519519866475655,4.872859326025239
1,9.569856530510758e-28,9.657291933929224e-13
2,3.52375538196075e-28,7.733981960375053e-13
3,2.034160189747242,3.764522002504891
4,0.0,0.0
5,21.98590966402857,31.802566116179996
6,25.790020313021767,24.708213828715646
7,32.37934891524442,26.435161534125264
8,20.27044951968074,30.26310725903561
9,6.571313731049673e-22,1.0662301569082634e-09
10,35.06185858117884,2.450192876866384
11,27.846735814499045,25.92587201059038
12,7.148648643532258,2.4852272949845036
13,0.0,0.0
14,35.08438386645253,1.2730896330915653
15,30.71039391482139,21.705700482291707
16,5.305493730408434e-22,6.005197157122388e-10
17,34.22676236466203,10.074629772563576
18,19.16835926824448,37.4704317194919
19,2.3957307581812952e-23,7.754699617952579e-11
20,1.0878947104256966e-23,1.3705176831877276e-10
21,28.644613187592213,25.12465043660379
22,31.851770131499187,17.957949976545525
23,2.346743732114252,3.6420235141343853
24,34.71463843958058,63.09832330400651
25,1.7657468072014513e-27,1.7266969455233308e-12
26,1.5783838373048266e-26,5.1437915293033586e-12
27,7.681016974071143,7.809314561730495
28,1.354622085684206e-30,4.3665499216693415e-14
29,23.429175234356098,27.557355449478028
30,0.0,0.0
31,3.053875863910373,7.549635003116739
32,7.999163704927315e-25,1.2992163140399068e-11
33,1.2338277595722387e-30,4.578537139838245e-14
34,2.384254443881183e-21,1.3339403002088378e-09
35,28.569073652410893,22.685972009687983
36,33.782675396617236,12.16923328189645
37,4.074664409961458,9.09913578087713
38,34.22164718396154,10.349665737555402
39,2.8925522688725245,22.9285299023897
40,0.0,0.0
41,30.183835744531216,21.547641749911335
42,1.2338277595722387e-30,4.578537139838245e-14
43,27.154536790525473,25.395083370201025
44,36.53288473727337,61.33136860823913
45,1.5500204667171217e-27,1.4933030848681147e-12
46,31.78203821204238,19.724913029832816
47,0.0,0.0
48,0.0,0.0
49,32.89126286099338,72.09054134770159
50,29.066425677843846,23.000244692360052
51,24.49981683168541,30.16139475802176
52,30.131529004314864,21.50611200645997
53,34.8065660106863,6.000043219380021
54,0.0,0.0
55,24.736844628767145,30.84984384321433
56,4.902729386632205,13.103822932359195
57,24.052950824300797,28.38998737021533
58,1.9598756152150268e-28,3.4906050902228933e-13
59,1.4163977326356616e-24,4.9823676709287295e-11
60,1.2338277595722387e-30,4.578537139838245e-14
61,3.0358154358007867e-24,1.4017232004238432e-11
62,1.3406580409511301e-24,2.20685201937791e-11
63,4.038079077115877e-22,1.94051831747097e-10
64,1.374449018743854e-23,8.802146803814707e-11
65,6.7661267094840305,2.430658698110815
66,22.771597903740414,29.00798444798252
67,34.69661890425003,7.013982301726832
68,5.892563356721758,13.289066390477743
69,7.869349664087546,0.20223400891336765
70,26.7032557437812,24.858918753486765
71,4.677649510451772,5.035264734445316
72,7.632887463831088e-27,1.9739198229302802e-12
73,3.5039463220733227e-22,5.932991460096718e-10
74,5.492488919065268e-26,2.1641000688833375e-12
75,26.10888884448557,27.708582215502474
76,0.0,0.0
77,20.382927409279677,32.14788127513928
78,27.156025027133794,25.527190688592352
79,18.564023043001367,34.513356851836754
80,5.72069304978487e-23,3.138425929399531e-10
81,33.907376606476944,12.408055891313412
82,31.15259487110309,20.796041470351348
83,2.1850126008707094e-23,1.910358744335638e-10
84,34.54078472051082,8.1932630007167
85,1.905017807935577e-20,3.9668160971039755e-09
86,7.526071754496716,22.968123795221906
87,28.51039168037075,21.577746986672942
88,0.47622029796036447,6.417403580965485
89,33.77555941843869,12.737590046172885
90,1.2846266966874074e-24,4.598791330147265e-11
91,1.4761559688948165e-29,1.3379891277206596e-13
92,20.681049611508826,28.175952059825292
93,32.82940040082451,15.25405457681744
94,2.6217946895928023e-22,6.700095349806407e-10
95,40.22492118138743,70.01749776909637
96,23.61570499205982,28.6180108726191
97,31.254494191254757,20.782713969514337
98,23.621133414828826,29.353398441427398
99,3.9203767434787107,9.454140498930563
