iteration,t,y,x
0,-1.0,-756.5166905375355,36.32900579125537
1,-0.984251968503937,-181.00846104770054,37.121936464264145
2,-0.9685039370078741,-574.7500251876279,38.13308574563618
3,-0.952755905511811,1301.6063617195105,39.7571997745073
4,-0.937007874015748,-1030.6113772334593,40.11955597271036
5,-0.9212598425196851,116.50056287468345,41.552721302686564
6,-0.905511811023622,2223.3049197485057,42.91103312151937
7,-0.889763779527559,204.68188943405076,42.08902572470272
8,-0.8740157480314961,-840.4257573076163,41.10452266524715
9,-0.8582677165354331,868.5162855775694,41.00162094807192
10,-0.8425196850393701,-77.18423069834871,40.07130450254393
11,-0.8267716535433071,-772.325330881517,39.25831097347875
12,-0.8110236220472441,833.6142776568662,39.25700361571737
13,-0.7952755905511811,-275.47591060877363,38.46140262063501
14,-0.7795275590551181,282.3590795877443,37.97984391311278
15,-0.7637795275590551,-1847.0624249497046,37.253965807630024
16,-0.7480314960629921,1156.1434539901497,38.412511357929276
17,-0.7322834645669292,-13.02589872145437,38.45338195900277
18,-0.7165354330708662,746.1745624002209,38.54584123676188
19,-0.7007874015748031,1154.717191267001,37.930723906425996
20,-0.6850393700787402,-378.3510870726794,36.198931470861986
21,-0.6692913385826771,-1157.8721965402754,34.881737259899054
22,-0.6535433070866141,-1105.7287697871025,34.757410141401174
23,-0.6377952755905512,-341.77874873770213,35.77361348462646
24,-0.6220472440944882,-880.583635356083,37.16748397134456
25,-0.6062992125984252,653.3666111450251,39.47914592713158
26,-0.5905511811023623,-1143.9381458637195,41.1770366437381
27,-0.5748031496062992,1195.0552612882002,44.06007896222972
28,-0.5590551181102362,277.9517723418263,45.79224358787859
29,-0.5433070866141732,417.59426988628616,47.29228118495116
30,-0.5275590551181102,87.09957549254155,48.422135361886006
31,-0.5118110236220472,2104.020461971713,49.51334070027836
32,-0.49606299212598426,525.7378780240516,48.55015837807879
33,-0.4803149606299213,120.96167564751741,47.10981306923833
34,-0.4645669291338582,131.74180300580556,45.595736061502954
35,-0.44881889763779526,815.3814059624552,43.99553389057426
36,-0.4330708661417323,-1587.428979720863,41.62406652345804
37,-0.4173228346456693,-921.7052870469752,40.881669325638676
38,-0.40157480314960625,-792.5460825078712,41.101980080244374
39,-0.3858267716535433,1255.4593636478367,42.15595229745646
40,-0.3700787401574803,-1616.7716733743603,41.99674222673943
41,-0.35433070866141736,2080.3125168460274,43.49631031524018
42,-0.3385826771653543,281.89352064209925,42.95918325490009
43,-0.3228346456692913,-43.878773115970354,42.183128019827414
44,-0.30708661417322836,9.048198766070495,41.49325548491426
45,-0.2913385826771654,12.193373647351056,40.83583067247595
46,-0.2755905511811023,911.8960224356213,40.20716866511634
47,-0.25984251968503935,535.3515348448724,38.706817065327435
48,-0.2440944881889764,1105.6519006774708,36.709940453633536
49,-0.22834645669291342,792.1173961572974,33.64411783932252
50,-0.21259842519685035,-1955.6361647238716,29.819940820736576
51,-0.19685039370078738,-438.3512339613473,27.981212670200716
52,-0.18110236220472442,137.19762486595314,26.60893482086944
53,-0.16535433070866146,1188.9183412485577,25.126057965220816
54,-0.14960629921259838,731.536879835988,22.479505476219888
55,-0.13385826771653542,-151.17168926664007,19.123882341541872
56,-0.11811023622047245,-1095.7858982995795,15.938670041502144
57,-0.10236220472440949,508.334633019013,13.865166214284061
58,-0.08661417322834641,-974.0592451689761,11.297306617484004
59,-0.07086614173228345,-1537.2807666829078,9.714784790386132
60,-0.055118110236220486,663.3636777596616,9.679370471054241
61,-0.03937007874015752,324.2060057649246,8.990250519884022
62,-0.023622047244094446,726.7557055017928,7.986024857914391
63,-0.007874015748031482,820.5886443804511,6.263005798499547
64,0.007874015748031482,-60.91234144145682,3.7257690668018055
65,0.023622047244094446,-405.44510135124426,1.2531444925253399
66,0.03937007874015741,166.27192794656173,-0.8126761090363952
67,0.055118110236220375,-937.3540951644213,-3.0456093426843376
68,0.07086614173228356,-28.971326662653475,-4.344130758942863
69,0.08661417322834652,263.66121969073833,-5.6180549159427375
70,0.10236220472440949,626.6122974518037,-7.161157561378568
71,0.11811023622047245,-18.808376618241443,-9.338065336171566
72,0.13385826771653542,1714.428410025843,-11.505404702859728
73,0.14960629921259838,261.2544458739198,-15.398711121229375
74,0.16535433070866135,-617.8446029735779,-19.56857542658145
75,0.1811023622047243,-1042.7889607103025,-23.14019832510507
76,0.1968503937007875,-86.45669574049998,-25.692080148683445
77,0.21259842519685046,-13.931794903627353,-28.183233178988974
78,0.22834645669291342,111.82895870708472,-30.688548415971667
79,0.2440944881889764,1086.7181462779097,-33.336417998947695
80,0.25984251968503935,-909.1836802514608,-37.104256111643224
81,0.2755905511811023,473.20400737829834,-40.000052468133
82,0.2913385826771653,-948.7042836636584,-43.4089701553227
83,0.30708661417322825,-939.0823110158709,-45.91263083652709
84,0.32283464566929143,-258.28212930997165,-47.523042514217444
85,0.3385826771653544,-370.56787256864055,-48.92273386121773
86,0.35433070866141736,809.2517464270903,-50.000704244178706
87,0.3700787401574803,-682.9451725283816,-51.93796609042096
88,0.3858267716535433,-964.8266187116235,-53.24414848665618
89,0.40157480314960625,-923.4557268125226,-53.63878748909227
90,0.4173228346456692,821.658652269888,-53.16354096552706
91,0.4330708661417322,-1663.37645235487,-53.563155582603606
92,0.44881889763779537,290.0561573389291,-52.352892039438004
93,0.46456692913385833,456.1966155631673,-51.485076171519104
94,0.4803149606299213,-210.51654425829494,-51.12488091241965
95,0.49606299212598426,-1133.5057168147991,-50.60533210256567
96,0.5118110236220472,-1710.8135608418265,-49.00282565387835
97,0.5275590551181102,720.0420641969449,-45.73854587881888
98,0.5433070866141732,-174.54515318420772,-43.23999332752545
99,0.5590551181102361,1482.4064872440779,-40.61017213261528
100,0.5748031496062993,106.74151837654887,-39.50331810828559
101,0.5905511811023623,960.0172685793352,-38.54274435745646
102,0.6062992125984252,-1547.2199964977192,-38.580685048597985
103,0.6220472440944882,-50.4295904143317,-37.110020602034
104,0.6377952755905512,296.78806506773765,-35.62599494340478
105,0.6535433070866141,1049.698415459419,-34.474416074253014
106,0.6692913385826771,4.259572569128219,-34.406972324519636
107,0.68503937007874,601.1265973027578,-34.37822622734137
108,0.7007874015748032,-2321.5084491846733,-34.98495116367891
109,0.7165354330708662,-1339.8715558498666,-33.30518191422867
110,0.7322834645669292,155.4310120616682,-30.318816405451926
111,0.7480314960629921,-462.08856769587874,-27.518228072645275
112,0.7637795275590551,969.0768031990774,-24.283043392572445
113,0.7795275590551181,-598.3767738632422,-22.041243777290113
114,0.795275590551181,1419.9350085989151,-19.223086465818824
115,0.811023622047244,-1775.5902486806262,-17.844110178856756
116,0.8267716535433072,220.75862889569666,-14.707369383377252
117,0.8425196850393701,1691.8187990505785,-11.806115072923514
118,0.8582677165354331,-784.1098160109664,-10.608471048077789
119,0.8740157480314961,274.5556258070523,-8.637343574251426
120,0.889763779527559,-154.90722980152324,-6.949398119201268
121,0.905511811023622,336.7618907996414,-5.113509995852641
122,0.921259842519685,739.5158759034349,-3.619489928165917
123,0.9370078740157479,1864.5107223908662,-2.868617521835946
124,0.9527559055118111,-1928.4623228935582,-3.985120634643373
125,0.9685039370078741,1315.856388426111,-3.1771558444969017
126,0.984251968503937,-1518.7213950501668,-3.688224212611979
127,1.0,1001.2714042974761,-2.6842655918205187
