,0,1,2,Escala mean,Escala std
2010-03-01,0.0000,0.0000,1.0000,4.5000,0.7071
2010-04-01,0.0000,0.0000,1.0000,5.0000,0.0000
2010-05-01,,,,,
2010-06-01,,,,,
2010-07-01,,,,,
2010-08-01,,,,,
2010-09-01,,,,,
2010-10-01,,,,,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,,,,,
2011-02-01,,,,,
2011-03-01,,,,,
2011-04-01,,,,,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,,,,,
2011-09-01,,,,,
2011-10-01,,,,,
2011-11-01,,,,,
2011-12-01,0.0000,0.0000,1.0000,5.0000,0.0000
2012-01-01,0.0000,0.0000,1.0000,4.6667,0.5774
2012-02-01,0.0000,0.0000,1.0000,5.0000,0.0000
2012-03-01,0.0000,0.0000,1.0000,4.6000,0.5477
2012-04-01,0.0000,0.0000,1.0000,4.9000,0.3162
2012-05-01,0.0000,0.0000,1.0000,4.8000,0.4472
2012-06-01,0.0000,0.0000,1.0000,4.6250,0.5175
2012-07-01,0.0000,0.0000,1.0000,4.8182,0.4045
2012-08-01,0.0000,0.0000,1.0000,4.8333,0.4082
2012-09-01,0.0000,0.0000,1.0000,4.6000,0.5477
2012-10-01,0.0000,0.0000,1.0000,4.9000,0.3162
2012-11-01,0.0000,0.0000,1.0000,4.7143,0.4880
2012-12-01,0.0000,0.0000,1.0000,4.4286,0.5345
2013-01-01,0.0000,0.0000,1.0000,4.3333,0.5000
2013-02-01,0.0000,0.3333,0.6667,4.3333,1.1547
2013-03-01,0.0000,0.2857,0.7143,4.1429,0.8997
2013-04-01,0.0000,0.0000,1.0000,4.6667,0.5000
2013-05-01,0.0000,0.0000,1.0000,4.5000,0.5774
2013-06-01,0.0000,0.0000,1.0000,4.8333,0.4082
2013-07-01,0.1667,0.0000,0.8333,4.5000,1.2247
2013-08-01,0.0000,0.0000,1.0000,4.8000,0.4472
2013-09-01,0.0000,0.0000,1.0000,5.0000,0.0000
2013-10-01,0.0000,0.0000,1.0000,4.5556,0.5270
2013-11-01,0.0000,0.2500,0.7500,4.2500,0.9574
2013-12-01,0.0000,0.0000,1.0000,5.0000,0.0000
2014-01-01,0.0000,0.0000,1.0000,4.7778,0.4410
2014-02-01,0.0000,0.0000,1.0000,5.0000,0.0000
2014-03-01,0.0000,0.2500,0.7500,4.0000,0.8165
2014-04-01,0.0000,0.0000,1.0000,4.8750,0.3536
2014-05-01,0.0000,0.0000,1.0000,4.4286,0.5345
2014-06-01,0.0000,0.0000,1.0000,4.6667,0.5774
2014-07-01,0.0000,0.0909,0.9091,4.5455,0.6876
2014-08-01,0.0000,0.0000,1.0000,4.9000,0.3162
2014-09-01,0.0000,0.0000,1.0000,4.3000,0.4830
2014-10-01,0.0000,0.0000,1.0000,4.6000,0.5164
2014-11-01,0.0000,0.1000,0.9000,4.6000,0.6992
2014-12-01,0.0000,0.2000,0.8000,4.4000,0.8944
2015-01-01,0.0000,0.0588,0.9412,4.7059,0.5879
2015-02-01,0.0000,0.0714,0.9286,4.5000,0.6504
2015-03-01,0.0000,0.1667,0.8333,4.3333,0.8165
2015-04-01,0.0000,0.0000,1.0000,4.5714,0.5136
2015-05-01,0.0000,0.1250,0.8750,4.3750,0.7440
2015-06-01,0.0000,0.2222,0.7778,4.4444,0.8819
2015-07-01,0.0000,0.0476,0.9524,4.5714,0.5976
2015-08-01,0.0417,0.0417,0.9167,4.4583,0.9315
2015-09-01,0.0000,0.0556,0.9444,4.6667,0.5941
2015-10-01,0.0000,0.0556,0.9444,4.6667,0.5941
2015-11-01,0.0000,0.0000,1.0000,4.7083,0.4643
2015-12-01,0.0000,0.0000,1.0000,4.5263,0.5130
2016-01-01,0.0000,0.0000,1.0000,4.6522,0.4870
2016-02-01,0.0000,0.0625,0.9375,4.6875,0.6021
2016-03-01,0.0000,0.1176,0.8824,4.6471,0.7019
2016-04-01,0.0000,0.0455,0.9545,4.4545,0.5958
2016-05-01,0.0000,0.0000,1.0000,4.8125,0.4031
2016-06-01,0.0000,0.0000,1.0000,4.7143,0.4688
2016-07-01,0.0000,0.1667,0.8333,4.3750,0.7697
2016-08-01,0.0000,0.0952,0.9048,4.4762,0.6796
2016-09-01,0.0000,0.0833,0.9167,4.5000,0.6594
2016-10-01,0.0000,0.0769,0.9231,4.6154,0.6504
2016-11-01,0.0000,0.0476,0.9524,4.6667,0.5774
2016-12-01,0.0000,0.0000,1.0000,4.6923,0.4804
2017-01-01,0.0000,0.0000,1.0000,4.6667,0.4815
2017-02-01,0.0000,0.0667,0.9333,4.4000,0.6325
2017-03-01,0.0455,0.1364,0.8182,4.5000,0.9129
2017-04-01,0.0000,0.0000,1.0000,5.0000,0.0000
2017-05-01,0.0000,0.1000,0.9000,4.6500,0.6708
2017-06-01,0.0000,0.0000,1.0000,4.7273,0.4671
2017-07-01,0.0000,0.1429,0.8571,4.4762,0.7496
2017-08-01,0.0000,0.0000,1.0000,4.6000,0.5071
2017-09-01,0.0000,0.0714,0.9286,4.5714,0.6462
2017-10-01,0.0000,0.0000,1.0000,4.8333,0.3892
2017-11-01,0.1000,0.0000,0.9000,4.4000,0.9661
2017-12-01,0.0000,0.0000,1.0000,4.8750,0.3536
2018-01-01,0.0000,0.0667,0.9333,4.4667,0.6399
2018-02-01,0.0000,0.0000,1.0000,4.3333,0.5000
2018-03-01,0.0000,0.0833,0.9167,4.6667,0.6513
2018-04-01,0.0000,0.1538,0.8462,4.4615,0.7763
2018-05-01,0.0000,0.0000,1.0000,5.0000,0.0000
