,0,1,2,Escala mean,Escala std
2003-08-01,0.0,0.0,1.0,4.0,
2003-09-01,,,,,
2003-10-01,,,,,
2003-11-01,,,,,
2003-12-01,,,,,
2004-01-01,,,,,
2004-02-01,,,,,
2004-03-01,,,,,
2004-04-01,,,,,
2004-05-01,,,,,
2004-06-01,,,,,
2004-07-01,,,,,
2004-08-01,,,,,
2004-09-01,,,,,
2004-10-01,,,,,
2004-11-01,,,,,
2004-12-01,,,,,
2005-01-01,,,,,
2005-02-01,,,,,
2005-03-01,,,,,
2005-04-01,,,,,
2005-05-01,,,,,
2005-06-01,,,,,
2005-07-01,,,,,
2005-08-01,,,,,
2005-09-01,,,,,
2005-10-01,,,,,
2005-11-01,,,,,
2005-12-01,,,,,
2006-01-01,,,,,
2006-02-01,,,,,
2006-03-01,,,,,
2006-04-01,,,,,
2006-05-01,,,,,
2006-06-01,,,,,
2006-07-01,,,,,
2006-08-01,,,,,
2006-09-01,,,,,
2006-10-01,,,,,
2006-11-01,,,,,
2006-12-01,,,,,
2007-01-01,,,,,
2007-02-01,,,,,
2007-03-01,,,,,
2007-04-01,,,,,
2007-05-01,,,,,
2007-06-01,,,,,
2007-07-01,,,,,
2007-08-01,,,,,
2007-09-01,,,,,
2007-10-01,,,,,
2007-11-01,,,,,
2007-12-01,,,,,
2008-01-01,,,,,
2008-02-01,,,,,
2008-03-01,,,,,
2008-04-01,,,,,
2008-05-01,,,,,
2008-06-01,,,,,
2008-07-01,,,,,
2008-08-01,,,,,
2008-09-01,,,,,
2008-10-01,,,,,
2008-11-01,,,,,
2008-12-01,,,,,
2009-01-01,,,,,
2009-02-01,0.0,0.0,1.0,4.0,
2009-03-01,,,,,
2009-04-01,,,,,
2009-05-01,,,,,
2009-06-01,,,,,
2009-07-01,,,,,
2009-08-01,,,,,
2009-09-01,,,,,
2009-10-01,,,,,
2009-11-01,,,,,
2009-12-01,,,,,
2010-01-01,,,,,
2010-02-01,,,,,
2010-03-01,0.0,0.0,1.0,4.0,
2010-04-01,0.0,0.0,1.0,4.0,
2010-05-01,,,,,
2010-06-01,,,,,
2010-07-01,,,,,
2010-08-01,,,,,
2010-09-01,0.0,0.0,1.0,4.0,
2010-10-01,,,,,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,,,,,
2011-02-01,,,,,
2011-03-01,0.0,0.5,0.5,3.5,0.7071067811865476
2011-04-01,0.0,0.0,1.0,5.0,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,,,,,
2011-09-01,,,,,
2011-10-01,0.0,1.0,0.0,3.0,
2011-11-01,0.0,0.0,1.0,5.0,0.0
2011-12-01,0.0,0.0,1.0,4.0,0.0
2012-01-01,0.0,0.2,0.8,4.2,0.8366600265340757
2012-02-01,0.0,0.0,1.0,4.5,0.5773502691896257
2012-03-01,0.0,0.25,0.75,4.25,0.9574271077563381
2012-04-01,0.0,0.3076923076923077,0.6923076923076923,4.0,0.816496580927726
2012-05-01,0.0,0.3333333333333333,0.6666666666666666,4.0,1.0
2012-06-01,0.16666666666666666,0.16666666666666666,0.6666666666666666,3.6666666666666665,1.0327955589886444
2012-07-01,0.0,0.1,0.9,4.5,0.7071067811865475
2012-08-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896258
2012-09-01,0.0,0.3333333333333333,0.6666666666666666,4.333333333333333,1.1547005383792517
2012-10-01,0.0,0.0,1.0,4.5,0.5773502691896258
2012-11-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896257
2012-12-01,0.0,0.3333333333333333,0.6666666666666666,4.0,0.8944271909999159
2013-01-01,0.0,0.07692307692307693,0.9230769230769231,4.3076923076923075,0.6304251719561152
2013-02-01,0.0,0.25,0.75,4.0,0.816496580927726
2013-03-01,0.0,0.1,0.9,4.5,0.7071067811865475
2013-04-01,0.0,0.1,0.9,4.2,0.6324555320336758
2013-05-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896257
2013-06-01,0.0,0.0,1.0,4.8,0.44721359549995804
2013-07-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896257
2013-08-01,0.0,0.0,1.0,5.0,0.0
2013-09-01,0.0,0.0,1.0,4.4,0.5477225575051662
2013-10-01,0.0,0.0,1.0,4.5,0.5773502691896258
2013-11-01,0.0,0.2,0.8,4.2,0.8366600265340755
2013-12-01,0.0,0.0,1.0,5.0,0.0
2014-01-01,0.0,0.18181818181818182,0.8181818181818182,4.2727272727272725,0.7862453931068968
2014-02-01,0.0,0.0,1.0,4.75,0.45226701686664544
2014-03-01,0.14285714285714285,0.0,0.8571428571428571,4.0,1.0
2014-04-01,0.0,0.0,1.0,4.0,0.0
2014-05-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896257
2014-06-01,0.0,0.16666666666666666,0.8333333333333334,4.166666666666667,0.752772652709081
2014-07-01,0.0,0.0,1.0,4.5,0.5345224838248487
2014-08-01,0.0,0.0,1.0,4.625,0.5175491695067657
2014-09-01,0.0,0.125,0.875,4.125,0.6408699444616559
2014-10-01,0.0,0.0,1.0,4.5,0.5345224838248488
2014-11-01,0.0,0.25,0.75,4.0,0.816496580927726
2014-12-01,0.0,0.0,1.0,4.666666666666667,0.5163977794943223
2015-01-01,0.0,0.0,1.0,4.384615384615385,0.5063696835418332
2015-02-01,0.0,0.1,0.9,4.5,0.7071067811865476
2015-03-01,0.0,0.06896551724137931,0.9310344827586207,4.551724137931035,0.6316761657092369
2015-04-01,0.0,0.13333333333333333,0.8666666666666667,4.266666666666667,0.6914918072835209
2015-05-01,0.0,0.03225806451612903,0.967741935483871,4.451612903225806,0.5679618342470648
2015-06-01,0.0,0.16666666666666666,0.8333333333333334,4.3,0.7497125886079554
2015-07-01,0.03225806451612903,0.3225806451612903,0.6451612903225806,4.064516129032258,0.9638631946829989
2015-08-01,0.03225806451612903,0.12903225806451613,0.8387096774193549,4.258064516129032,0.8151785872017602
2015-09-01,0.0,0.13333333333333333,0.8666666666666667,4.4,0.7239737088005909
2015-10-01,0.0,0.25806451612903225,0.7419354838709677,4.161290322580645,0.8204378584450455
2015-11-01,0.1,0.2,0.7,4.0,1.1141720290623112
2015-12-01,0.03225806451612903,0.12903225806451613,0.8387096774193549,4.258064516129032,0.9297935948543946
2016-01-01,0.03225806451612903,0.1935483870967742,0.7741935483870968,4.064516129032258,0.8138584590688048
2016-02-01,0.13793103448275862,0.20689655172413793,0.6551724137931034,3.8275862068965516,1.1360635519585471
2016-03-01,0.0,0.16129032258064516,0.8387096774193549,4.129032258064516,0.6704195444580938
2016-04-01,0.0,0.26666666666666666,0.7333333333333333,4.0,0.7427813527082073
2016-05-01,0.13636363636363635,0.13636363636363635,0.7272727272727273,4.045454545454546,1.214094713778943
