,0,1,2,Escala mean,Escala std
2007-11-01,0.0,0.0,1.0,5.0,
2007-12-01,,,,,
2008-01-01,,,,,
2008-02-01,,,,,
2008-03-01,,,,,
2008-04-01,,,,,
2008-05-01,,,,,
2008-06-01,,,,,
2008-07-01,,,,,
2008-08-01,,,,,
2008-09-01,,,,,
2008-10-01,,,,,
2008-11-01,,,,,
2008-12-01,,,,,
2009-01-01,,,,,
2009-02-01,,,,,
2009-03-01,0.0,0.0,1.0,4.0,
2009-04-01,,,,,
2009-05-01,,,,,
2009-06-01,,,,,
2009-07-01,,,,,
2009-08-01,,,,,
2009-09-01,,,,,
2009-10-01,,,,,
2009-11-01,,,,,
2009-12-01,,,,,
2010-01-01,,,,,
2010-02-01,,,,,
2010-03-01,0.0,0.0,1.0,4.0,
2010-04-01,0.0,0.0,1.0,4.0,
2010-05-01,,,,,
2010-06-01,,,,,
2010-07-01,,,,,
2010-08-01,,,,,
2010-09-01,,,,,
2010-10-01,0.0,0.0,1.0,4.0,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,,,,,
2011-02-01,,,,,
2011-03-01,,,,,
2011-04-01,0.0,0.0,1.0,5.0,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,,,,,
2011-09-01,,,,,
2011-10-01,0.0,0.3333333333333333,0.6666666666666666,4.333333333333333,1.1547005383792517
2011-11-01,0.0,0.16666666666666666,0.8333333333333334,4.166666666666667,0.752772652709081
2011-12-01,0.3333333333333333,0.16666666666666666,0.5,3.0,1.2649110640673518
2012-01-01,0.0,0.42857142857142855,0.5714285714285714,4.142857142857143,1.0690449676496974
2012-02-01,0.125,0.625,0.25,3.125,0.6408699444616557
2012-03-01,0.0,0.5,0.5,3.9285714285714284,0.9972489631508746
2012-04-01,0.08333333333333333,0.25,0.6666666666666666,4.0,1.0444659357341868
2012-05-01,0.0,0.0,1.0,4.0,0.0
2012-06-01,0.3333333333333333,0.0,0.6666666666666666,4.0,1.7320508075688772
2012-07-01,0.0,0.75,0.25,3.25,0.5
2012-08-01,0.125,0.5,0.375,3.375,0.9161253813129043
2012-09-01,0.0,0.4,0.6,4.0,0.9999999999999999
2012-10-01,0.0,0.25,0.75,4.0,0.816496580927726
2012-11-01,0.0,1.0,0.0,3.0,0.0
2012-12-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896258
2013-01-01,0.2222222222222222,0.4444444444444444,0.3333333333333333,3.111111111111111,1.1666666666666667
2013-02-01,0.0,1.0,0.0,3.0,0.0
2013-03-01,0.0,0.5,0.5,4.0,1.4142135623730951
2013-04-01,0.0,1.0,0.0,3.0,
2013-05-01,,,,,
2013-06-01,,,,,
2013-07-01,,,,,
2013-08-01,,,,,
2013-09-01,,,,,
2013-10-01,0.0,1.0,0.0,3.0,
2013-11-01,,,,,
2013-12-01,,,,,
2014-01-01,0.0,0.0,1.0,5.0,
2014-02-01,0.0,0.3333333333333333,0.6666666666666666,4.0,1.0
2014-03-01,0.0,0.0,1.0,4.0,
2014-04-01,,,,,
2014-05-01,0.0,0.5,0.5,3.5,0.7071067811865476
2014-06-01,,,,,
2014-07-01,,,,,
2014-08-01,0.0,0.5,0.5,4.0,1.4142135623730951
2014-09-01,0.0,0.5,0.5,4.0,1.4142135623730951
2014-10-01,0.0,0.3333333333333333,0.6666666666666666,3.6666666666666665,0.5773502691896258
2014-11-01,0.0,0.0,1.0,4.5,0.7071067811865476
2014-12-01,0.0,0.0,1.0,5.0,
2015-01-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896257
2015-02-01,0.0,0.6666666666666666,0.3333333333333333,3.3333333333333335,0.5773502691896258
2015-03-01,0.3333333333333333,0.0,0.6666666666666666,3.6666666666666665,1.5275252316519465
2015-04-01,0.0,0.25,0.75,4.0,0.8164965809277259
2015-05-01,0.0,0.5,0.5,3.5,0.7071067811865476
2015-06-01,0.0,0.5,0.5,3.75,0.9574271077563381
2015-07-01,0.1111111111111111,0.1111111111111111,0.7777777777777778,3.888888888888889,0.927960727138337
2015-08-01,0.2222222222222222,0.1111111111111111,0.6666666666666666,3.888888888888889,1.2692955176439846
2015-09-01,0.0,0.23529411764705882,0.7647058823529411,4.352941176470588,0.8617697249402123
