,0,1,2,Escala mean,Escala std
2003-12-01,0.0,0.0,1.0,5.0,
2004-01-01,,,,,
2004-02-01,0.0,0.0,1.0,5.0,
2004-03-01,,,,,
2004-04-01,,,,,
2004-05-01,,,,,
2004-06-01,,,,,
2004-07-01,0.0,0.0,1.0,4.0,
2004-08-01,,,,,
2004-09-01,,,,,
2004-10-01,,,,,
2004-11-01,,,,,
2004-12-01,,,,,
2005-01-01,,,,,
2005-02-01,,,,,
2005-03-01,,,,,
2005-04-01,,,,,
2005-05-01,0.0,1.0,0.0,3.0,
2005-06-01,,,,,
2005-07-01,,,,,
2005-08-01,,,,,
2005-09-01,,,,,
2005-10-01,,,,,
2005-11-01,,,,,
2005-12-01,,,,,
2006-01-01,,,,,
2006-02-01,,,,,
2006-03-01,,,,,
2006-04-01,,,,,
2006-05-01,,,,,
2006-06-01,,,,,
2006-07-01,,,,,
2006-08-01,0.0,0.0,1.0,4.0,
2006-09-01,,,,,
2006-10-01,,,,,
2006-11-01,0.0,0.0,1.0,4.0,
2006-12-01,,,,,
2007-01-01,,,,,
2007-02-01,,,,,
2007-03-01,,,,,
2007-04-01,,,,,
2007-05-01,,,,,
2007-06-01,,,,,
2007-07-01,0.0,1.0,0.0,3.0,
2007-08-01,,,,,
2007-09-01,,,,,
2007-10-01,,,,,
2007-11-01,,,,,
2007-12-01,,,,,
2008-01-01,0.0,0.0,1.0,4.0,
2008-02-01,,,,,
2008-03-01,0.0,0.0,1.0,4.0,
2008-04-01,,,,,
2008-05-01,1.0,0.0,0.0,2.0,
2008-06-01,0.0,0.0,1.0,5.0,
2008-07-01,,,,,
2008-08-01,,,,,
2008-09-01,1.0,0.0,0.0,1.0,
2008-10-01,,,,,
2008-11-01,,,,,
2008-12-01,,,,,
2009-01-01,,,,,
2009-02-01,0.0,1.0,0.0,3.0,
2009-03-01,,,,,
2009-04-01,0.0,0.0,1.0,5.0,
2009-05-01,,,,,
2009-06-01,,,,,
2009-07-01,,,,,
2009-08-01,,,,,
2009-09-01,0.0,0.0,1.0,4.0,
2009-10-01,,,,,
2009-11-01,,,,,
2009-12-01,,,,,
2010-01-01,,,,,
2010-02-01,,,,,
2010-03-01,0.0,0.0,1.0,5.0,
2010-04-01,0.0,0.0,1.0,4.0,
2010-05-01,,,,,
2010-06-01,0.5,0.5,0.0,2.0,1.4142135623730951
2010-07-01,,,,,
2010-08-01,0.0,0.0,1.0,4.0,
2010-09-01,,,,,
2010-10-01,,,,,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,0.0,1.0,0.0,3.0,
2011-02-01,,,,,
2011-03-01,,,,,
2011-04-01,0.0,0.0,1.0,4.0,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,0.0,0.0,1.0,4.0,
2011-08-01,,,,,
2011-09-01,,,,,
2011-10-01,0.5,0.5,0.0,2.5,0.5773502691896257
2011-11-01,0.25,0.0,0.75,4.0,1.4142135623730951
2011-12-01,0.2,0.0,0.8,4.0,1.224744871391589
2012-01-01,0.1111111111111111,0.2222222222222222,0.6666666666666666,4.0,1.118033988749895
2012-02-01,0.125,0.25,0.625,3.5,1.1952286093343938
2012-03-01,0.15384615384615385,0.3076923076923077,0.5384615384615384,3.769230769230769,1.1657505560686465
2012-04-01,0.0,0.5454545454545454,0.45454545454545453,3.727272727272727,0.8827348295047496
2012-05-01,0.0,0.21428571428571427,0.7857142857142857,4.071428571428571,0.7300459115473718
2012-06-01,0.125,0.0,0.875,4.25,1.035098339013531
2012-07-01,0.21052631578947367,0.2631578947368421,0.5263157894736842,3.6315789473684212,1.1647854507156372
2012-08-01,0.2,0.06666666666666667,0.7333333333333333,3.933333333333333,1.4864467059144133
2012-09-01,0.08333333333333333,0.5833333333333334,0.3333333333333333,3.5,1.0
2012-10-01,0.09090909090909091,0.5454545454545454,0.36363636363636365,3.4545454545454546,1.2135597524338357
2012-11-01,0.0,0.09090909090909091,0.9090909090909091,4.2727272727272725,0.6466697906828632
2012-12-01,0.18181818181818182,0.18181818181818182,0.6363636363636364,3.909090909090909,1.2210278829367864
2013-01-01,0.058823529411764705,0.35294117647058826,0.5882352941176471,3.8823529411764706,0.9926198253344827
2013-02-01,0.23076923076923078,0.23076923076923078,0.5384615384615384,3.6153846153846154,1.1929278784054478
2013-03-01,0.18181818181818182,0.36363636363636365,0.45454545454545453,3.3636363636363638,0.9244162777371754
2013-04-01,0.125,0.25,0.625,3.75,1.0350983390135313
2013-05-01,0.0,0.4,0.6,3.7333333333333334,0.7037315505489968
2013-06-01,0.25,0.0,0.75,3.75,1.7525491637693282
2013-07-01,0.1111111111111111,0.2222222222222222,0.6666666666666666,3.888888888888889,1.3642254619787415
2013-08-01,0.08333333333333333,0.16666666666666666,0.75,4.083333333333333,0.9962049198956218
2013-09-01,0.1,0.3,0.6,3.8,1.0327955589886444
2013-10-01,0.1875,0.1875,0.625,3.625,1.2041594578792296
2013-11-01,0.0,0.2727272727272727,0.7272727272727273,4.0,0.7745966692414834
2013-12-01,0.18181818181818182,0.36363636363636365,0.45454545454545453,3.5454545454545454,1.1281521496355325
2014-01-01,0.2,0.3,0.5,3.3,1.1595018087284057
2014-02-01,0.06666666666666667,0.26666666666666666,0.6666666666666666,4.0,1.0
2014-03-01,0.0,0.0,1.0,4.5,0.5270462766947299
2014-04-01,0.21428571428571427,0.07142857142857142,0.7142857142857143,3.642857142857143,1.3926810257774171
2014-05-01,0.1111111111111111,0.0,0.8888888888888888,3.888888888888889,0.7817359599705717
2014-06-01,0.0,0.25,0.75,4.083333333333333,0.7929614610987591
2014-07-01,0.2857142857142857,0.3333333333333333,0.38095238095238093,3.0952380952380953,1.3749458863810569
2014-08-01,0.23076923076923078,0.46153846153846156,0.3076923076923077,3.1538461538461537,0.8987170342729172
2014-09-01,0.038461538461538464,0.38461538461538464,0.5769230769230769,3.8461538461538463,0.9248700532424083
2014-10-01,0.09090909090909091,0.2727272727272727,0.6363636363636364,3.909090909090909,1.044465935734187
2014-11-01,0.1111111111111111,0.2222222222222222,0.6666666666666666,3.7777777777777777,1.114374293206496
2014-12-01,0.21052631578947367,0.2631578947368421,0.5263157894736842,3.5789473684210527,1.1212983285105118
2015-01-01,0.1935483870967742,0.3225806451612903,0.4838709677419355,3.4193548387096775,1.148163564085045
