,0,1,2,Escala mean,Escala std
2007-05-01,0.0,0.0,1.0,5.0,
2007-06-01,,,,,
2007-07-01,,,,,
2007-08-01,,,,,
2007-09-01,,,,,
2007-10-01,,,,,
2007-11-01,,,,,
2007-12-01,,,,,
2008-01-01,,,,,
2008-02-01,,,,,
2008-03-01,,,,,
2008-04-01,,,,,
2008-05-01,,,,,
2008-06-01,,,,,
2008-07-01,,,,,
2008-08-01,,,,,
2008-09-01,,,,,
2008-10-01,,,,,
2008-11-01,,,,,
2008-12-01,,,,,
2009-01-01,,,,,
2009-02-01,,,,,
2009-03-01,,,,,
2009-04-01,,,,,
2009-05-01,,,,,
2009-06-01,,,,,
2009-07-01,0.0,0.0,1.0,4.0,
2009-08-01,,,,,
2009-09-01,,,,,
2009-10-01,,,,,
2009-11-01,,,,,
2009-12-01,,,,,
2010-01-01,,,,,
2010-02-01,,,,,
2010-03-01,0.0,0.0,1.0,5.0,
2010-04-01,0.0,0.0,1.0,5.0,
2010-05-01,,,,,
2010-06-01,,,,,
2010-07-01,,,,,
2010-08-01,,,,,
2010-09-01,,,,,
2010-10-01,,,,,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,,,,,
2011-02-01,,,,,
2011-03-01,,,,,
2011-04-01,0.0,0.0,1.0,5.0,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,0.0,0.0,1.0,4.0,
2011-09-01,0.0,0.0,1.0,5.0,0.0
2011-10-01,0.0,0.0,1.0,5.0,
2011-11-01,0.0,0.0,1.0,4.666666666666667,0.5163977794943222
2011-12-01,0.0,0.0,1.0,4.6,0.5477225575051662
2012-01-01,0.0,0.0,1.0,4.8,0.4216370213557839
2012-02-01,0.0,0.0,1.0,4.454545454545454,0.5222329678670935
2012-03-01,0.0,0.07692307692307693,0.9230769230769231,4.461538461538462,0.6602252917735248
2012-04-01,0.0,0.0,1.0,4.823529411764706,0.3929526239966882
2012-05-01,0.0,0.0,1.0,4.769230769230769,0.4385290096535147
2012-06-01,0.0,0.0,1.0,4.636363636363637,0.504524979109513
2012-07-01,0.0,0.05263157894736842,0.9473684210526315,4.684210526315789,0.5823927253578187
