,0,1,2,Escala mean,Escala std
2011-04-01,0.0000,0.0000,1.0000,5.0000,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,,,,,
2011-09-01,0.0000,0.0000,1.0000,5.0000,0.0000
2011-10-01,,,,,
2011-11-01,,,,,
2011-12-01,0.0000,0.0000,1.0000,4.5000,0.7071
2012-01-01,0.0000,0.3333,0.6667,4.3333,1.0328
2012-02-01,0.0000,0.0000,1.0000,4.6000,0.5477
2012-03-01,0.0000,0.0000,1.0000,4.6000,0.5477
2012-04-01,0.0000,0.0000,1.0000,4.7500,0.4629
2012-05-01,0.0000,0.0000,1.0000,4.5000,0.5774
2012-06-01,0.0000,0.2500,0.7500,4.2500,0.9574
2012-07-01,0.0000,0.1429,0.8571,4.4286,0.7868
2012-08-01,0.0000,0.0000,1.0000,4.8571,0.3780
2012-09-01,0.0000,0.0000,1.0000,5.0000,
2012-10-01,0.0000,0.0000,1.0000,4.0000,
2012-11-01,0.0000,0.0000,1.0000,5.0000,
2012-12-01,0.0000,0.0000,1.0000,4.2500,0.5000
2013-01-01,0.0000,0.2000,0.8000,4.4000,0.8944
2013-02-01,0.0000,0.0000,1.0000,4.0000,
2013-03-01,0.0000,0.0000,1.0000,4.4000,0.5477
2013-04-01,0.0000,0.1667,0.8333,4.5000,0.8367
2013-05-01,0.0000,0.2500,0.7500,4.5000,1.0000
2013-06-01,0.0000,0.0000,1.0000,5.0000,
2013-07-01,0.0000,0.0000,1.0000,4.6667,0.5774
2013-08-01,,,,,
2013-09-01,0.0000,0.0000,1.0000,4.3333,0.5774
2013-10-01,0.0000,0.1667,0.8333,4.3333,0.8165
2013-11-01,0.0000,0.0000,1.0000,5.0000,
2013-12-01,0.0000,0.0000,1.0000,4.6667,0.5774
2014-01-01,0.0000,0.0000,1.0000,4.6667,0.5164
2014-02-01,0.0000,0.2500,0.7500,4.5000,1.0000
2014-03-01,0.0000,0.0000,1.0000,4.5000,0.7071
2014-04-01,0.0000,0.0000,1.0000,4.5000,0.7071
2014-05-01,0.0000,0.5000,0.5000,4.0000,1.4142
2014-06-01,0.0000,0.0000,1.0000,4.6667,0.5774
2014-07-01,0.0000,0.5000,0.5000,4.0000,1.4142
2014-08-01,0.2500,0.0000,0.7500,4.0000,2.0000
2014-09-01,0.1429,0.1429,0.7143,4.0000,1.5275
2014-10-01,0.0000,0.0000,1.0000,4.2857,0.4880
2014-11-01,0.0000,0.0000,1.0000,4.4000,0.5477
2014-12-01,0.0000,0.3333,0.6667,4.0000,1.0000
2015-01-01,0.0000,0.0000,1.0000,4.3333,0.5774
2015-02-01,0.0000,0.1000,0.9000,4.5000,0.7071
2015-03-01,0.0000,0.0000,1.0000,4.5000,0.5774
2015-04-01,0.0000,0.1111,0.8889,4.2222,0.6667
2015-05-01,0.0000,0.0000,1.0000,4.0000,
2015-06-01,0.0000,0.1667,0.8333,4.5000,0.8367
2015-07-01,0.0000,0.0000,1.0000,4.7692,0.4385
2015-08-01,0.0000,0.0000,1.0000,4.7778,0.4410
2015-09-01,0.0000,0.0000,1.0000,4.7000,0.4830
2015-10-01,0.0000,0.1667,0.8333,4.4167,0.7930
2015-11-01,0.0000,0.0000,1.0000,4.8889,0.3333
2015-12-01,0.0000,0.0000,1.0000,4.3333,0.5000
2016-01-01,0.0000,0.0000,1.0000,4.5000,0.5118
2016-02-01,0.0000,0.1818,0.8182,4.0000,0.6325
2016-03-01,0.0000,0.0000,1.0000,4.6364,0.5045
2016-04-01,0.0000,0.1053,0.8947,4.4737,0.6967
2016-05-01,0.0000,0.1429,0.8571,4.5714,0.7868
2016-06-01,0.0000,0.0833,0.9167,4.5833,0.6686
2016-07-01,0.0000,0.0667,0.9333,4.3333,0.6172
2016-08-01,0.0000,0.0909,0.9091,4.2727,0.6467
2016-09-01,0.0000,0.1000,0.9000,4.6000,0.6992
2016-10-01,0.0000,0.0000,1.0000,4.5455,0.5222
2016-11-01,0.0000,0.0000,1.0000,4.5294,0.5145
2016-12-01,0.0000,0.1667,0.8333,4.4167,0.7930
2017-01-01,0.0000,0.1538,0.8462,4.3846,0.7679
2017-02-01,0.0000,0.0000,1.0000,4.5000,0.5477
2017-03-01,0.0000,0.0000,1.0000,4.7059,0.4697
2017-04-01,0.0000,0.0909,0.9091,4.5455,0.6876
2017-05-01,0.0000,0.0000,1.0000,4.6923,0.4804
2017-06-01,0.0000,0.1111,0.8889,4.4444,0.7265
2017-07-01,0.0833,0.0000,0.9167,4.4167,0.9003
2017-08-01,0.0000,0.0000,1.0000,4.3333,0.5164
2017-09-01,0.0000,0.0000,1.0000,4.6667,0.5164
2017-10-01,0.0000,0.0000,1.0000,4.8750,0.3536
2017-11-01,0.0000,0.0000,1.0000,5.0000,0.0000
2017-12-01,0.0000,0.0000,1.0000,4.7778,0.4410
2018-01-01,0.0000,0.2500,0.7500,4.1250,0.8062
2018-02-01,0.0000,0.1250,0.8750,4.5000,0.7559
2018-03-01,0.0000,0.0909,0.9091,4.5455,0.6876
2018-04-01,0.0000,0.1429,0.8571,4.4286,0.7868
2018-05-01,0.0000,0.0000,1.0000,4.7500,0.5000
